Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,89950,69953.0,-22.23,121.0,61517.73,2.9647712418300647,3.3494444444444444,69953.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,449750,397948.0,-29.61,139.0,330299.03,3.1278823529411763,3.664444444444445,316568.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,14950,22221.0,48.64,91.0,12169.29,2.8899999999999997,3.2891666666666666,22221.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,74750,114575.0,-83.0,189.0,17228.02,3.018,3.618333333333333,12711.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,73230,75789.0,3.49,181.0,58811.27,2.968333333333333,3.3241666666666667,75789.0
Proyecto de Mejoramiento General (CIP),Otro,Design,341739,238794.0,-36.77,188.0,193321.47,3.1579999999999995,3.7333333333333334,216085.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Scope,698,620.0,-11.17,94.0,8569.09,2.8899999999999997,3.2891666666666666,620.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,3139,2478.0,-21.06,125.0,7288.69,2.9396666666666667,3.583333333333333,2478.0
Adecuaciones para Educación Inicial 3K,Otro,Scope,331100,221828.0,-33.0,49.0,202540.48,3.1083333333333334,3.4391666666666665,221828.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,20138,10409.0,-48.31,177.0,10253.78,2.9396666666666667,3.583333333333333,10409.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,56358,68816.0,22.11,136.0,43956.59,2.968333333333333,3.3241666666666667,68816.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,281792,251114.0,-15.22,158.0,227295.03,3.0912156862745097,3.6222222222222222,238910.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20250,7371.0,-63.6,177.0,7021.42,2.9396666666666667,3.583333333333333,7371.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,96443,90594.0,-6.13,139.0,81604.98,2.968333333333333,3.3241666666666667,90531.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,121867,246608.0,-8.88,137.0,123607.89,2.9647712418300647,3.3494444444444444,111046.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,124610,153729.0,17.23,139.0,107806.26,2.9647712418300647,3.3494444444444444,146079.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,15415,10955.0,-28.93,180.0,9841.92,2.9396666666666667,3.583333333333333,10955.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,34411,55331.0,36.52,139.0,27418.79,2.968333333333333,3.3241666666666667,46977.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,172055,127629.0,-33.08,157.0,113765.51,3.018,3.618333333333333,115147.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21099,16109.0,-23.65,178.0,13001.27,2.9396666666666667,3.583333333333333,16109.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,59840,84240.0,40.78,153.0,48767.4,2.968333333333333,3.3241666666666667,84240.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,299201,433268.0,22.01,152.0,316462.07,3.1579999999999995,3.7333333333333334,365062.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,173903,127284.0,-35.23,144.0,111539.63,2.968333333333333,3.3241666666666667,112639.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,96801,170994.0,48.65,150.0,104801.36,2.968333333333333,3.3241666666666667,143896.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,484003,597277.0,9.91,153.0,433228.81,3.213,3.796666666666667,531987.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,3986,3990.0,0.1,120.0,9027.88,2.8899999999999997,3.2891666666666666,3990.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17936,15959.0,-11.02,182.0,13036.64,2.9396666666666667,3.583333333333333,15959.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,14880,29636.0,99.17,253.0,14047.2,2.8899999999999997,3.2891666666666666,29636.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,15640,21103.0,34.93,252.0,12709.05,2.8899999999999997,3.2891666666666666,21103.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,70380,84453.0,20.0,267.0,59812.15,3.018,3.618333333333333,84453.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,75000,102475.0,36.63,153.0,66210.39,2.968333333333333,3.3241666666666667,102475.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,375000,489081.0,13.95,154.0,350312.58,3.1579999999999995,3.7333333333333334,427297.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,10852,9588.0,-11.65,177.0,11014.54,2.9396666666666667,3.583333333333333,9588.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,8560,15547.0,81.62,123.0,9511.68,2.8899999999999997,3.2891666666666666,15547.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,38520,79541.0,5.97,153.0,29732.02,3.018,3.618333333333333,40820.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,634424,545173.0,-19.19,154.0,466007.31,3.1278823529411763,3.664444444444445,512692.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18537,13506.0,-27.14,177.0,11116.91,2.9396666666666667,3.583333333333333,13506.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,173003,185064.0,-25.11,136.0,133294.06,2.968333333333333,3.3241666666666667,129564.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,58698,97931.0,59.94,139.0,50016.83,2.9647712418300647,3.3494444444444444,93881.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,285575,177823.0,-44.81,154.0,148544.34,3.1579999999999995,3.7333333333333334,157604.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,16980,19525.0,14.99,182.0,13412.45,2.8899999999999997,3.2891666666666666,19525.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,76410,59341.0,-22.34,176.0,56253.32,3.018,3.618333333333333,59341.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,211757,218337.0,2.93,139.0,185061.93,3.0581045751633984,3.4261111111111107,217967.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,15160,12720.0,-16.09,176.0,11235.93,2.9396666666666667,3.583333333333333,12720.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,136319,186538.0,36.34,141.0,127580.08,2.968333333333333,3.3241666666666667,185858.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,681596,540488.0,-29.62,168.0,454547.07,3.1278823529411763,3.664444444444445,479716.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,273180,308703.0,9.95,182.0,245387.57,3.0581045751633984,3.4261111111111107,300356.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17145,3788.0,-77.91,181.0,3541.49,2.9396666666666667,3.583333333333333,3788.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23895,4799.0,-79.92,176.0,4366.18,2.9396666666666667,3.583333333333333,4799.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,136097,217460.0,18.97,136.0,128638.47,2.968333333333333,3.3241666666666667,161921.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,29205,8225.0,-71.84,176.0,7253.52,3.018,3.618333333333333,8225.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,14940,40527.0,171.27,254.0,15269.0,2.8899999999999997,3.2891666666666666,40527.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22168,15470.0,-30.21,180.0,12326.68,2.9396666666666667,3.583333333333333,15470.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,10937,27807.0,154.25,256.0,12383.65,2.8899999999999997,3.2891666666666666,27807.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,35050,66784.0,-3.59,137.0,28183.86,2.9647712418300647,3.3494444444444444,33792.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,73701,83903.0,13.84,139.0,59667.36,2.968333333333333,3.3241666666666667,83903.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18045,2446.0,-86.44,181.0,2593.08,2.9396666666666667,3.583333333333333,2446.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,218792,265146.0,17.87,96.0,193299.9,3.1083333333333334,3.4391666666666665,257888.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,27922,34582.0,23.85,182.0,25091.78,3.018,3.618333333333333,34582.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,175442,162357.0,-7.46,181.0,140697.34,2.968333333333333,3.3241666666666667,162357.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,119974,167634.0,39.73,135.0,110599.5,2.9647712418300647,3.3494444444444444,167634.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,599870,469968.0,-40.86,174.0,363921.3,3.1278823529411763,3.664444444444445,354780.0
Proyecto de Mejoramiento General (CIP),Otro,Design,112609,173291.0,-19.72,139.0,104655.4,2.997882352941176,3.5455555555555556,90405.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,51955,70119.0,-90.06,108.0,6634.98,2.968333333333333,3.3241666666666667,5163.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,83510,171703.0,39.27,153.0,104537.92,2.968333333333333,3.3241666666666667,116303.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,417550,561718.0,19.87,158.0,381775.24,3.0912156862745097,3.6222222222222222,500521.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,17302,17302.0,0.0,91.0,13063.97,2.9125490196078427,3.326111111111111,17302.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,13482,29380.0,117.92,255.0,12636.25,2.8899999999999997,3.2891666666666666,29380.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,60669,117613.0,93.86,254.0,74310.51,3.018,3.618333333333333,117613.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,88046,78431.0,-10.92,182.0,66405.92,2.968333333333333,3.3241666666666667,78431.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,431183,172559.0,-59.98,242.0,152977.54,3.1579999999999995,3.7333333333333334,172559.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,24157,14656.0,-39.33,182.0,12942.7,2.9396666666666667,3.583333333333333,14656.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,210000,201151.0,-5.9,141.0,182903.92,3.0912156862745097,3.6222222222222222,197604.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,32379,33860.0,-1.2,139.0,26526.55,2.997882352941176,3.5455555555555556,31991.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,504,504.0,0.0,91.0,8925.96,2.9125490196078427,3.326111111111111,504.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,297170,319630.0,7.55,141.0,262469.06,3.1083333333333334,3.4391666666666665,319592.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,302501,213901.0,-34.43,150.0,194817.59,3.0581045751633984,3.4261111111111107,198364.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,119803,137290.0,14.6,182.0,105046.15,2.968333333333333,3.3241666666666667,137290.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,599020,583876.0,-5.32,232.0,474209.43,3.213,3.796666666666667,567157.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,9700,25020.0,157.94,256.0,12039.2,2.8899999999999997,3.2891666666666666,25020.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,43650,92780.0,112.55,274.0,38169.47,3.018,3.618333333333333,92780.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,14710,17872.0,21.5,180.0,12679.82,2.9396666666666667,3.583333333333333,17872.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,16053,11876.0,-26.02,141.0,9471.41,2.8899999999999997,3.2891666666666666,11876.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,72239,47500.0,-34.25,188.0,44264.96,3.018,3.618333333333333,47500.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22050,12473.0,-43.43,181.0,11220.4,2.9396666666666667,3.583333333333333,12473.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,23406,27334.0,16.78,253.0,16003.64,2.8899999999999997,3.2891666666666666,27334.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,116471,119350.0,-17.44,147.0,91403.41,3.018,3.618333333333333,96158.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,8380,15725.0,87.65,119.0,9511.68,2.8899999999999997,3.2891666666666666,15725.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,37710,48107.0,10.61,183.0,29082.38,3.018,3.618333333333333,41712.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,210430,165632.0,-29.7,138.0,148061.79,3.0581045751633984,3.4261111111111107,147935.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,658414,42093.0,-95.56,150.0,42499.02,3.094771241830065,3.4683333333333333,29231.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,80048,192462.0,136.56,136.0,111887.1,2.9647712418300647,3.3494444444444444,189360.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,395977,291360.0,-36.08,153.0,214692.08,3.1579999999999995,3.7333333333333334,253117.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16523,9259.0,-43.96,181.0,9172.83,2.9396666666666667,3.583333333333333,9259.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20855,10684.0,-48.77,177.0,10496.28,2.9396666666666667,3.583333333333333,10684.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,18414,20374.0,-86.68,135.0,2754.29,2.8899999999999997,3.2891666666666666,2452.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,20595,14061.0,-31.73,136.0,11634.21,2.8899999999999997,3.2891666666666666,14061.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,97886,82623.0,-17.68,154.0,76540.74,3.018,3.618333333333333,80579.0
Proyecto de Mejoramiento General (CIP),Otro,Design,75804,106822.0,39.17,188.0,68520.25,3.018,3.618333333333333,105493.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,457850,303629.0,-93.05,119.0,37616.29,3.094771241830065,3.4683333333333333,31818.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,236686,237547.0,-30.13,137.0,168964.25,3.0581045751633984,3.4261111111111107,165367.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,12972,19332.0,49.03,120.0,11012.31,2.8899999999999997,3.2891666666666666,19332.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,58374,67674.0,-11.96,183.0,47942.86,3.018,3.618333333333333,51390.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,22378,55044.0,134.03,135.0,17172.07,2.9125490196078427,3.326111111111111,52372.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,111889,107390.0,-33.7,156.0,75495.98,3.018,3.618333333333333,74180.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Scope,3784,1335.0,-64.72,92.0,4554.71,2.8899999999999997,3.2891666666666666,1335.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,93227,167844.0,62.15,136.0,98898.6,2.9647712418300647,3.3494444444444444,151172.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,466141,340471.0,-32.69,153.0,298067.65,3.213,3.796666666666667,313762.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,71574,88916.0,24.23,155.0,59205.96,2.9647712418300647,3.3494444444444444,88916.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,357872,267873.0,-33.35,187.0,210065.61,3.1579999999999995,3.7333333333333334,238537.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,120420,129719.0,7.72,111.0,106355.19,2.9647712418300647,3.3494444444444444,129719.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,595229,426281.0,-46.09,175.0,337841.2,3.1278823529411763,3.664444444444445,320906.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,256450,149324.0,-41.77,138.0,145598.92,3.1083333333333334,3.4391666666666665,149324.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,371903,251567.0,-32.36,152.0,207981.89,3.1083333333333334,3.4391666666666665,251567.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,31096,34530.0,11.04,182.0,25187.63,2.9647712418300647,3.3494444444444444,34530.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,147389,140228.0,-4.86,252.0,122261.04,3.018,3.618333333333333,140228.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,84575,79488.0,-6.01,91.0,64169.58,2.968333333333333,3.3241666666666667,79488.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,342970,342970.0,-7.21,141.0,305429.19,3.0912156862745097,3.6222222222222222,318240.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,72894,85968.0,8.74,157.0,59144.74,2.997882352941176,3.5455555555555556,79267.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,18526,18526.0,0.0,94.0,13116.45,2.9125490196078427,3.326111111111111,18526.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,229330,246882.0,4.76,139.0,198067.28,3.1083333333333334,3.4391666666666665,240247.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,10634,17749.0,66.32,122.0,10620.69,2.8899999999999997,3.2891666666666666,17686.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,47852,44868.0,-6.24,153.0,37690.72,3.018,3.618333333333333,44868.0
Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,27000,18005.0,-33.31,180.0,18725.11,3.018,3.618333333333333,18005.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,77350,143338.0,85.31,139.0,92208.76,2.9647712418300647,3.3494444444444444,143338.0
