Distrito Geografico,Nombre Escuela,Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Duración Real,Retraso,Cantidad Real Gastada
10,P.S. 91 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,Complete,889,889.0,0.0,94.0,126.0,32.0,889.0
10,M.S. 363 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,391201,336675.0,-37.5,140.0,176.0,36.0,244504.0
31,P.S. 29 - STATEN ISLAND,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,154346,178140.0,3.03,158.0,277.0,119.0,159024.0
10,I.S. 118 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,27634,48234.0,74.55,91.0,80.0,-11.0,48234.0
10,I.S. 118 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,138170,109769.0,-29.9,141.0,146.0,5.0,96857.0
10,I.S. 118 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,122580,77550.0,-38.42,153.0,224.0,71.0,75482.0
10,I.S. 391 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,114450,180609.0,35.03,183.0,111.0,-72.0,154539.0
10,M.S./H.S. 225 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,154815,87611.0,-52.85,154.0,285.0,131.0,72999.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,380596,272198.0,-43.17,136.0,324.0,188.0,216286.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,Complete,2220,2220.0,0.0,88.0,266.0,178.0,2220.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,8881,8881.0,0.0,123.0,167.0,44.0,8881.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,Complete,24000,9267.0,-61.39,182.0,79.0,-103.0,9267.0
10,I.S. 244 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,98731,57501.0,-45.77,126.0,147.0,21.0,53545.0
10,I.S. 206B - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,66110,70319.0,6.37,87.0,182.0,95.0,70319.0
10,P.S. 306 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,172980,232592.0,34.46,141.0,321.0,180.0,232592.0
10,P.S. 306 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,28224,12143.0,-56.98,182.0,104.0,-78.0,12143.0
10,P.S. 306 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,30000,32039.0,4.46,138.0,62.0,-76.0,31337.0
10,M.S./H.S. 368 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,542500,180886.0,-96.26,136.0,86.0,-50.0,20292.0
10,M.S./H.S. 368 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,130463,57698.0,-71.44,139.0,94.0,-45.0,37263.0
10,M.S./H.S. 368 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,Complete,83824,83824.0,0.0,92.0,83.0,-9.0,83824.0
10,M.S./H.S. 342 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,403971,363933.0,-10.66,181.0,155.0,-26.0,360892.0
10,M.S./H.S. 342 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,19190,49366.0,157.25,91.0,90.0,-1.0,49366.0
10,M.S./H.S. 342 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,76759,70547.0,-17.82,185.0,259.0,74.0,63080.0
10,BX ENGINEERING & TECH ACADEMY - X,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,182499,272012.0,11.49,143.0,109.0,-34.0,203468.0
10,P.S. @ 3850 REVIEW PLACE - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,211200,239940.0,-25.38,119.0,316.0,197.0,157605.0
10,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,225570,106066.0,-54.27,141.0,237.0,96.0,103164.0
10,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,Complete,1354,1354.0,0.0,91.0,228.0,137.0,1354.0
10,P.S. 315 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,72000,57871.0,-87.07,113.0,107.0,-6.0,9307.0
10,P.S. 59 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,21987,21606.0,-1.73,139.0,110.0,-29.0,21606.0
10,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,72617,123897.0,70.53,154.0,161.0,7.0,123835.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,18067,33365.0,84.67,138.0,144.0,6.0,33365.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,90336,132795.0,9.34,154.0,153.0,-1.0,98771.0
11,P.S. 16 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,281335,345203.0,22.7,158.0,138.0,-20.0,345203.0
11,P.S. 19 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,71503,115650.0,61.65,139.0,148.0,9.0,115588.0
11,P.S. 19 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,348241,320416.0,-22.4,155.0,177.0,22.0,270250.0
11,P.S. 41 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,Complete,30000,27384.0,-8.72,176.0,98.0,-78.0,27384.0
11,P.S. 68 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,15705,6474.0,-58.78,181.0,133.0,-48.0,6474.0
11,P.S. 76 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,15993,40243.0,-1.64,221.0,184.0,-37.0,15730.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,5500,5541.0,0.75,123.0,32.0,-91.0,5541.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,24750,22162.0,-10.46,178.0,177.0,-1.0,22162.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,120306,125177.0,-7.8,138.0,265.0,127.0,110918.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,601528,403203.0,-41.56,153.0,63.0,-90.0,351513.0
11,P.S. 96 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,21983,34555.0,27.12,140.0,140.0,0.0,27945.0
11,P.S. 105 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,149604,171157.0,14.39,109.0,374.0,265.0,171135.0
11,P.S. 105 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,18206,12613.0,-30.72,109.0,147.0,38.0,12613.0
11,P.S. 105 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,81926,54764.0,-36.21,168.0,251.0,83.0,52258.0
11,P.S. 106 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,96467,170017.0,34.78,153.0,126.0,-27.0,130016.0
11,P.S. 111 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,59720,84751.0,41.91,153.0,43.0,-110.0,84751.0
11,P.S. 111 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,298600,397466.0,13.11,152.0,132.0,-20.0,337733.0
11,P.S. 111 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,114324,38122.0,-83.19,138.0,161.0,23.0,19222.0
11,P.S. 112 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,122210,615.0,-99.5,135.0,171.0,36.0,615.0
11,P.S. 112 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,107301,107301.0,-58.83,135.0,171.0,36.0,44173.0
11,P.S. 112 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,45000,35343.0,-67.64,135.0,110.0,-25.0,14564.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,273270,289029.0,5.77,181.0,152.0,-29.0,289029.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,15645,52390.0,160.2,127.0,115.0,-12.0,40709.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,78227,173574.0,112.26,153.0,280.0,127.0,166043.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,7065,9821.0,39.01,92.0,71.0,-21.0,9821.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,31792,36745.0,0.81,125.0,189.0,64.0,32051.0
11,P.S. 121 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,65450,95684.0,46.19,154.0,92.0,-62.0,95684.0
11,P.S. 121 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,327250,467096.0,35.97,159.0,156.0,-3.0,444956.0
11,I.S. 127 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,96030,111571.0,16.18,157.0,90.0,-67.0,111571.0
11,I.S. 127 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,480151,462070.0,-10.27,155.0,77.0,-78.0,430842.0
11,I.S. 556 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,71743,84165.0,17.31,138.0,120.0,-18.0,84165.0
11,I.S. 556 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,351722,297023.0,-15.55,154.0,162.0,8.0,297023.0
11,I.S. 529 - BRONX,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,Complete,95580,103292.0,8.07,154.0,176.0,22.0,103292.0
11,I.S. 529 - BRONX,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,Complete,477900,840392.0,-6.16,153.0,179.0,26.0,448464.0
11,I.S. 529 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,269000,312694.0,16.24,137.0,115.0,-22.0,312694.0
11,BRONX ALLIANCE MIDDLE SCHOOL,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,Complete,419,419.0,0.0,92.0,172.0,80.0,419.0
11,I.S. 144 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,17928,35046.0,7.78,139.0,99.0,-40.0,19323.0
11,I.S. 144 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,71711,57085.0,-83.19,153.0,175.0,22.0,12058.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,255795,281991.0,10.24,135.0,249.0,114.0,281991.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4200,2936.0,-30.1,120.0,33.0,-87.0,2936.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18900,11745.0,-37.86,178.0,177.0,-1.0,11745.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17775,21602.0,21.53,180.0,175.0,-5.0,21602.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,158330,165443.0,-6.43,264.0,42.0,-222.0,148157.0
11,P.S. 178 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,68310,63318.0,-7.31,135.0,200.0,65.0,63318.0
11,P.S. 178 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,341550,266248.0,-27.25,174.0,261.0,87.0,248470.0
11,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,36000,48749.0,-54.36,169.0,226.0,57.0,16432.0
11,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,13537,14414.0,6.48,176.0,106.0,-70.0,14414.0
11,BRONXDALE HIGH SCHOOL - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,28157,41888.0,-58.86,121.0,73.0,-48.0,11584.0
11,BRONX LAB SCHOOL - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,64200,92974.0,31.55,121.0,296.0,175.0,84452.0
11,BRONX LAB SCHOOL - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,321000,324155.0,-0.7,160.0,168.0,8.0,318758.0
11,X176 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,499900,349714.0,-30.06,179.0,138.0,-41.0,349635.0
11,HS OF COMPUTERS & TECHNOLOGY - X,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,174630,478710.0,174.13,182.0,165.0,-17.0,478710.0
11,HARRY S. TRUMAN HS - X,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,195096,180335.0,-7.57,137.0,302.0,165.0,180335.0
11,HARRY S. TRUMAN HS - X,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,117480,103650.0,-11.77,137.0,173.0,36.0,103650.0
11,HARRY S. TRUMAN HS - X,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,587400,421689.0,-36.72,174.0,245.0,71.0,371688.0
11,HARRY S. TRUMAN HS - X,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,732000,310302.0,-57.61,183.0,261.0,78.0,310302.0
11,BRONX HS FOR THE VISUAL ARTS - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,218660,367784.0,68.2,141.0,172.0,31.0,367779.0
11,P.S. / I.S. 498 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,28224,36508.0,29.35,136.0,78.0,-58.0,36508.0
11,P.S. / I.S. 498 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,137389,165125.0,9.02,156.0,138.0,-18.0,149780.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,162009,150673.0,-7.0,140.0,132.0,-8.0,150673.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,633969,698888.0,-0.77,151.0,298.0,147.0,629096.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,20205,15186.0,-24.84,180.0,174.0,-6.0,15186.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,94105,37807.0,-59.82,136.0,231.0,95.0,37807.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,470523,403996.0,-35.79,153.0,359.0,206.0,302132.0
12,P.S. 6 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,112064,214153.0,85.82,138.0,204.0,66.0,208232.0
12,P.S. 44 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,77175,80076.0,3.76,128.0,98.0,-30.0,80076.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,127200,158392.0,24.52,135.0,135.0,0.0,158392.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,636000,556622.0,-14.48,174.0,270.0,96.0,543890.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,7040,14844.0,-71.16,120.0,66.0,-54.0,2030.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,31680,38449.0,3.14,184.0,114.0,-70.0,32674.0
12,FAIRMONT NEIGHBORHOOD SCHOOL,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,58592,162079.0,141.58,136.0,209.0,73.0,141548.0
12,FAIRMONT NEIGHBORHOOD SCHOOL,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,289823,220610.0,-27.43,153.0,114.0,-39.0,210313.0
12,FAIRMONT NEIGHBORHOOD SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,21284,11405.0,-46.42,180.0,222.0,42.0,11405.0
12,P.S. 57 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19350,7453.0,-61.48,183.0,99.0,-84.0,7453.0
12,P.S. 61 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,41250,95843.0,132.35,120.0,349.0,229.0,95843.0
12,P.S. 61 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,206250,314354.0,25.16,154.0,244.0,90.0,258150.0
12,P.S. 66 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,41808,87166.0,86.96,120.0,51.0,-69.0,78166.0
12,P.S. 67 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,56144,66926.0,-56.75,199.0,364.0,165.0,24284.0
12,P.S. 67 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,319702,240815.0,-24.68,215.0,169.0,-46.0,240815.0
12,P.S. 67 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,61592,113028.0,40.8,141.0,277.0,136.0,86722.0
12,P.S. 195 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,109001,121822.0,8.88,139.0,330.0,191.0,118685.0
12,P.S. 195 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,708,1412.0,99.44,97.0,78.0,-19.0,1412.0
12,P.S. 195 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,3187,5772.0,77.19,154.0,125.0,-29.0,5647.0
12,X811 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,32310,8430.0,-73.91,179.0,47.0,-132.0,8430.0
12,X352 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,21960,7161.0,-67.39,177.0,49.0,-128.0,7161.0
12,I.S. 98 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,442641,528430.0,14.42,151.0,297.0,146.0,506486.0
12,METROPOLITAN HS - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,35134,79410.0,119.57,138.0,159.0,21.0,77145.0
12,METROPOLITAN HS - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,172766,181079.0,-20.59,150.0,87.0,-63.0,137187.0
12,I.S. 129 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,92200,87407.0,-5.2,159.0,110.0,-49.0,87407.0
12,I.S. 129 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,461000,338707.0,-31.83,200.0,327.0,127.0,314286.0
12,P.S. 134 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,240013,45718.0,-91.58,183.0,65.0,-118.0,20219.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,134195,141969.0,5.79,157.0,44.0,-113.0,141969.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,530645,521249.0,-5.79,156.0,182.0,26.0,499912.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,72720,101652.0,39.79,140.0,112.0,-28.0,101652.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,363600,730337.0,-7.75,170.0,198.0,28.0,335438.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,7315,4102.0,-43.92,122.0,36.0,-86.0,4102.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,32918,16407.0,-50.16,177.0,84.0,-93.0,16407.0
12,P.S. 150 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,59731,69247.0,11.53,154.0,281.0,127.0,66617.0
12,P.S. 150 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,56743,79569.0,40.23,139.0,218.0,79.0,79569.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,12387,15695.0,26.71,122.0,102.0,-20.0,15695.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,55743,58478.0,-22.26,153.0,183.0,30.0,43333.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,23925,15488.0,-35.26,178.0,246.0,68.0,15488.0
12,P.S. 211 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,23461,16512.0,-29.62,178.0,282.0,104.0,16512.0
12,P.S. 212 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,184250,278645.0,51.09,181.0,140.0,-41.0,278392.0
12,URBAN SCHOLARS COMMUNITY SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,22433,9447.0,-57.89,179.0,76.0,-103.0,9447.0
12,MONROE ACAD FOR VISUAL ARTS - X,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,247379,200847.0,-23.23,135.0,344.0,209.0,189919.0
12,WORLD CULTURES HS - X,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,Complete,507289,401533.0,-33.16,122.0,57.0,-65.0,339070.0
13,P.S. 3 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,104750,182119.0,40.82,139.0,70.0,-69.0,147514.0
13,P.S. 3 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,523751,189255.0,-63.87,152.0,70.0,-82.0,189255.0
13,P.S. 3 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,14500,5910.0,-59.24,177.0,141.0,-36.0,5910.0
13,P.S. 8 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,60000,69798.0,-1.03,137.0,219.0,82.0,59384.0
13,PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4851,1387.0,-71.41,120.0,54.0,-66.0,1387.0
13,PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,21827,5550.0,-74.57,177.0,141.0,-36.0,5550.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,15958,17916.0,12.27,91.0,101.0,10.0,17916.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,71811,92025.0,25.42,156.0,185.0,29.0,90065.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,118587,215720.0,70.39,137.0,404.0,267.0,202065.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,580177,376642.0,-41.41,169.0,443.0,274.0,339912.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,82243,122239.0,48.63,139.0,203.0,64.0,122239.0
13,P.S. 20 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,411214,333761.0,-28.81,153.0,289.0,136.0,292730.0
13,P.S. 20 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,423750,248025.0,-94.86,154.0,215.0,61.0,21782.0
13,P.S. 44 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,136640,205561.0,31.16,138.0,194.0,56.0,179223.0
13,P.S. 44 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,683200,514104.0,-46.53,170.0,143.0,-27.0,365323.0
13,FORT GREENE PREPARATORY ACADEMY - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19080,5277.0,-72.34,181.0,90.0,-91.0,5277.0
13,P.S. 54 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,Complete,12351,16570.0,34.16,141.0,136.0,-5.0,16570.0
13,P.S. 54 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,Complete,61755,156701.0,70.6,153.0,390.0,237.0,105355.0
13,P.S. 54 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,104833,177201.0,67.97,138.0,469.0,331.0,176092.0
13,P.S. 54 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,524168,369251.0,-33.02,158.0,145.0,-13.0,351106.0
13,P.S. 56 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18000,6799.0,-62.23,181.0,90.0,-91.0,6799.0
13,I.S. 351 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,195000,144963.0,-27.39,156.0,408.0,252.0,141589.0
13,P.S. 67 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,132263,208408.0,24.2,138.0,186.0,48.0,164274.0
13,P.S. 67 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,661316,474639.0,-90.92,169.0,464.0,295.0,60074.0
13,P.S. 67 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,21929,8397.0,-61.71,179.0,75.0,-104.0,8397.0
