Distrito Geografico,Nombre Escuela,Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Duración Real,Retraso,Cantidad Real Gastada
26,BENJAMIN N. CARDOZO HS - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,122250,79175.0,-35.24,155.0,154.0,-1.0,79175.0
26,BENJAMIN N. CARDOZO HS - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,116640,154281.0,32.27,156.0,140.0,-16.0,154281.0
26,BENJAMIN N. CARDOZO HS - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,583200,671261.0,10.14,214.0,185.0,-29.0,642321.0
26,BENJAMIN N. CARDOZO HS - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,58829,38027.0,-35.36,152.0,67.0,-85.0,38027.0
26,FRANCIS LEWIS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,Complete,114924,181019.0,54.66,141.0,145.0,4.0,177742.0
26,FRANCIS LEWIS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,Complete,568324,420902.0,-32.64,153.0,155.0,2.0,382827.0
26,FRANCIS LEWIS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,148068,207365.0,39.83,189.0,272.0,83.0,207049.0
26,FRANCIS LEWIS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,56882,65759.0,-44.4,129.0,372.0,243.0,31627.0
26,FRANCIS LEWIS HS - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,746531,519555.0,-42.91,150.0,387.0,237.0,426171.0
26,MARTIN VAN BUREN HS - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,107878,162223.0,50.38,139.0,350.0,211.0,162223.0
26,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,148504,144417.0,-11.12,179.0,99.0,-80.0,131995.0
26,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,735127,320329.0,-56.43,244.0,175.0,-69.0,320329.0
26,Q811 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,83700,136933.0,51.41,122.0,84.0,-38.0,126733.0
26,Q811 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,334800,681337.0,98.88,156.0,240.0,84.0,665837.0
26,Q811 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17550,8954.0,-48.98,177.0,44.0,-133.0,8954.0
27,P.S. 42 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,251956,218691.0,-13.2,153.0,60.0,-93.0,218691.0
27,P.S. 42 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,166231,167700.0,0.88,137.0,173.0,36.0,167700.0
27,P.S. 42 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,824628,562834.0,-33.93,159.0,174.0,15.0,544807.0
27,P.S. 43 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,17685,39477.0,123.22,91.0,134.0,43.0,39477.0
27,P.S. 43 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,70740,143998.0,102.25,142.0,130.0,-12.0,143070.0
27,P.S. 43 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,704200,539644.0,-32.42,158.0,181.0,23.0,475909.0
27,P.S. 45 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,182490,114694.0,-37.15,141.0,126.0,-15.0,114694.0
27,P.S. 45 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,729960,679654.0,-20.41,152.0,79.0,-73.0,580970.0
27,P.S. 51 - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,35640,54321.0,25.48,176.0,295.0,119.0,44720.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,141298,141108.0,-0.13,159.0,103.0,-56.0,141108.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,608905,661166.0,5.8,152.0,105.0,-47.0,644194.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,11669,15501.0,32.84,122.0,94.0,-28.0,15501.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,52511,45806.0,-17.55,151.0,128.0,-23.0,43297.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,15933,21058.0,32.17,202.0,210.0,8.0,21058.0
27,I.S. 53 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,79562,74014.0,-6.97,122.0,80.0,-42.0,74014.0
27,P.S. 56 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,18375,39878.0,117.02,43.0,55.0,12.0,39878.0
27,P.S. 56 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,73500,110142.0,33.73,51.0,51.0,0.0,98295.0
27,P.S. 56 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,17800,27547.0,54.76,94.0,115.0,21.0,27547.0
27,P.S. 56 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,Complete,24000,10503.0,-56.24,176.0,55.0,-121.0,10503.0
27,P.S. 62 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,110505,192691.0,51.01,138.0,134.0,-4.0,166878.0
27,P.S. 62 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,547485,397209.0,-51.32,155.0,174.0,19.0,266525.0
27,P.S. 62 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,72000,74678.0,-18.32,172.0,181.0,9.0,58807.0
27,P.S. 90 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,27870,25449.0,-8.69,122.0,104.0,-18.0,25449.0
27,P.S. 90 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,102190,146069.0,42.82,152.0,86.0,-66.0,145944.0
27,P.S. 96 - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,68649,31719.0,-53.8,161.0,398.0,237.0,31719.0
27,P.S. 96 - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,149050,356566.0,117.15,96.0,97.0,1.0,323659.0
27,P.S. 97 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,464365,444799.0,-11.28,154.0,163.0,9.0,411971.0
27,P.S. 97 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,55500,82134.0,44.91,119.0,82.0,-37.0,80424.0
27,P.S. 100 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,162840,272979.0,51.38,182.0,121.0,-61.0,246515.0
27,P.S. 100 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,804579,472745.0,-42.61,238.0,168.0,-70.0,461724.0
27,P.S. 104 - QUEENS,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,Complete,13950,31091.0,122.87,91.0,83.0,-8.0,31091.0
27,P.S. 104 - QUEENS,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,Complete,62775,81374.0,19.31,141.0,217.0,76.0,74898.0
27,P.S. 105 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,44850,69697.0,-27.69,138.0,277.0,139.0,32433.0
27,P.S. 105 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,224250,326553.0,-94.62,154.0,159.0,5.0,12055.0
27,P.S. 108 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,14880,3551.0,-76.14,91.0,96.0,5.0,3551.0
27,P.S. 108 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,66960,14206.0,-78.78,156.0,154.0,-2.0,14206.0
27,P.S. 114 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4575,5553.0,21.38,125.0,69.0,-56.0,5553.0
27,P.S. 114 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,20588,22212.0,7.89,178.0,113.0,-65.0,22212.0
27,P.S. 123 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,64920,171005.0,160.32,185.0,182.0,-3.0,169001.0
27,P.S. 123 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,239100,197674.0,-17.33,182.0,147.0,-35.0,197674.0
27,P.S. 124 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,81210,126281.0,55.5,156.0,36.0,-120.0,126281.0
27,P.S. 124 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,324840,716031.0,104.65,154.0,155.0,1.0,664794.0
27,P.S. 124 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,82346,49659.0,-39.69,125.0,177.0,52.0,49659.0
27,P.S. 124 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17100,22067.0,29.05,176.0,124.0,-52.0,22067.0
27,P.S. 124 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,184726,79477.0,-61.49,174.0,380.0,206.0,71146.0
27,M.S. 137 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,22184,28065.0,26.51,273.0,236.0,-37.0,28065.0
27,M.S. 137 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,32076,41455.0,27.34,141.0,183.0,42.0,40844.0
27,P.S. 146 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4425,1533.0,-65.36,125.0,45.0,-80.0,1533.0
27,P.S. 146 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19913,6133.0,-69.2,180.0,61.0,-119.0,6133.0
27,P.S. 155 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,144558,109736.0,-24.46,141.0,153.0,12.0,109206.0
27,P.S. 155 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,576841,606067.0,-4.06,150.0,46.0,-104.0,553413.0
27,THE SCHOLARS ACADEMY - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,70940,88041.0,24.11,136.0,256.0,120.0,88041.0
27,THE SCHOLARS ACADEMY - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,354701,386145.0,-3.32,152.0,230.0,78.0,342930.0
27,P.S. 197 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,44818,52381.0,-8.03,120.0,66.0,-54.0,41220.0
27,P.S. 333 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,85659,126169.0,47.29,139.0,194.0,55.0,126169.0
27,P.S. 333 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,425946,498752.0,-5.12,151.0,466.0,315.0,404146.0
27,P.S. 333 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4080,1163.0,-71.5,124.0,34.0,-90.0,1163.0
27,P.S. 333 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18360,4650.0,-74.67,177.0,70.0,-107.0,4650.0
27,I.S. 202 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,213666,204330.0,-5.68,182.0,129.0,-53.0,201540.0
27,I.S. 202 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,82125,70485.0,-14.17,159.0,137.0,-22.0,70485.0
27,I.S. 202 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,410625,292732.0,-34.78,211.0,187.0,-24.0,267814.0
27,I.S. 202 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,14789,15828.0,7.03,122.0,94.0,-28.0,15828.0
27,I.S. 202 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,66551,69219.0,-21.63,151.0,128.0,-23.0,52153.0
27,P.S. 207 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,37896,81772.0,93.14,139.0,120.0,-19.0,73194.0
27,P.S. 207 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,188387,198182.0,-6.59,155.0,181.0,26.0,175977.0
27,P.S. 207 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,45000,62721.0,25.46,124.0,83.0,-41.0,56457.0
27,P.S. 317 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,568955,400064.0,-37.49,154.0,143.0,-11.0,355660.0
27,P.S. 225 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,15543,1006.0,-93.53,181.0,118.0,-63.0,1006.0
27,EPIC HIGH SCHOOL - SOUTH,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,184005,190368.0,-3.97,183.0,58.0,-125.0,176694.0
27,I.S. 226 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,72216,55373.0,-23.32,131.0,230.0,99.0,55373.0
27,I.S. 226 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,357504,227797.0,-47.51,155.0,290.0,135.0,187644.0
27,P.S. 232 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,243681,219947.0,-11.3,135.0,133.0,-2.0,216136.0
27,P.S. 253 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,22500,3606.0,-83.97,180.0,68.0,-112.0,3606.0
27,P.S. 306 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,128835,282882.0,-88.39,152.0,141.0,-11.0,14954.0
27,P.S. 306 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,638381,393964.0,-93.74,214.0,67.0,-147.0,39960.0
27,P.S. 306 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,2480,1463.0,-41.01,122.0,32.0,-90.0,1463.0
27,P.S. 306 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,11160,5852.0,-47.56,177.0,76.0,-101.0,5852.0
27,P.S. 273 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,64756,150639.0,84.7,152.0,138.0,-14.0,119606.0
27,P.S. 273 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,323780,569922.0,-88.81,151.0,71.0,-80.0,36226.0
27,CHANNEL VIEW SCL FOR RESEARCH - Q,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,166282,176449.0,5.17,91.0,177.0,86.0,174871.0
27,CHANNEL VIEW SCL FOR RESEARCH - Q,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,39968,96792.0,93.61,135.0,338.0,203.0,77384.0
27,CHANNEL VIEW SCL FOR RESEARCH - Q,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,199839,227987.0,4.19,153.0,57.0,-96.0,208210.0
27,CHANNEL VIEW SCL FOR RESEARCH - Q,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,Complete,156382,96027.0,-40.91,141.0,203.0,62.0,92399.0
27,BEACH CHANNEL H.S.,Instalación de Iluminación de Emergencia,Otro,Design,Complete,2600,6281.0,141.58,165.0,138.0,-27.0,6281.0
27,CHANNEL VIEW SCL FOR RESEARCH - Q,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,43620,82381.0,88.86,122.0,87.0,-35.0,82381.0
27,M.S. 282 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,127750,208414.0,50.86,139.0,110.0,-29.0,192727.0
27,ACAD. OF MEDICAL TECHNOLOGY - Q,Mejoras Asociadas a Programas Académicos (RESOA),Control climático,Design,Complete,30000,16772.0,-44.09,156.0,169.0,13.0,16772.0
27,M.S. 282 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,187765,141899.0,-31.58,152.0,384.0,232.0,128465.0
27,RICHMOND HILL HS - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,54701,145811.0,67.65,125.0,56.0,-69.0,91707.0
27,CURIOUS YOUNG LEARNERS PRE-K CENTER,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,8740,18719.0,114.18,91.0,92.0,1.0,18719.0
27,CURIOUS YOUNG LEARNERS PRE-K CENTER,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,39330,73278.0,57.58,136.0,171.0,35.0,61977.0
27,P.S. @ 101-11 104 STREET - QUEENS,Mejoras en Sedes Arrendadas,Transformaciones internas,Scope,Complete,234660,227032.0,-3.25,132.0,132.0,0.0,227032.0
27,P.S. 47 - QUEENS,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Scope,Complete,2918,20436.0,-90.27,92.0,77.0,-15.0,284.0
27,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,55627,72264.0,29.91,139.0,257.0,118.0,72264.0
27,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,41805,78714.0,88.29,153.0,344.0,191.0,78714.0
27,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,2400,3740.0,55.83,121.0,91.0,-30.0,3740.0
27,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,10800,14959.0,38.51,177.0,224.0,47.0,14959.0
28,P.S. 303 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,50630,79856.0,57.72,137.0,389.0,252.0,79856.0
28,P.S. 303 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,253151,496159.0,79.64,150.0,198.0,48.0,454754.0
28,J.H.S. 8 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,135084,235214.0,74.12,138.0,166.0,28.0,235214.0
28,J.H.S. 8 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,376066,12391.0,-96.71,152.0,186.0,34.0,12391.0
28,P.S. 40 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,136780,127665.0,-6.66,138.0,225.0,87.0,127665.0
28,P.S. 40 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,683900,424448.0,-47.5,154.0,85.0,-69.0,359025.0
28,P.S. 54 - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,19800,46153.0,133.1,122.0,227.0,105.0,46153.0
28,J.H.S. 72 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,Complete,14475,14475.0,0.0,92.0,84.0,-8.0,14475.0
28,J.H.S. 72 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,Complete,201,201.0,0.0,92.0,43.0,-49.0,201.0
28,P.S. 80 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,487192,556614.0,-1.43,154.0,140.0,-14.0,480244.0
28,P.S. 80 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,32983,65826.0,67.4,159.0,133.0,-26.0,55213.0
28,P.S. 80 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,76748,104339.0,20.39,120.0,139.0,19.0,92400.0
28,P.S. 80 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transporte / movilidad,Design,Complete,49697,62378.0,-17.81,124.0,69.0,-55.0,40845.0
28,P.S. 99 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,60570,78676.0,27.39,139.0,148.0,9.0,77158.0
28,P.S. 117 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,45500,67886.0,47.09,137.0,256.0,119.0,66928.0
28,P.S. 117 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,227500,194915.0,-14.32,154.0,147.0,-7.0,194915.0
28,P.S. 117 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,72000,111817.0,55.3,82.0,111.0,29.0,111817.0
28,P.S. 139 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,27000,27411.0,1.52,178.0,178.0,0.0,27411.0
28,P.S. 139 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,321800,407040.0,-11.77,159.0,217.0,58.0,283924.0
28,Q752 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,52876,103998.0,96.68,138.0,245.0,107.0,103998.0
28,Q752 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,261507,418845.0,56.46,152.0,110.0,-42.0,409146.0
28,Q752 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,3616,9403.0,160.04,122.0,53.0,-69.0,9403.0
28,Q752 SPED - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,16272,37612.0,131.15,178.0,316.0,138.0,37612.0
28,P.S. 144 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,97441,105724.0,8.17,138.0,177.0,39.0,105398.0
28,P.S. 144 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,487200,479613.0,-14.31,124.0,230.0,106.0,417498.0
28,P.S. 161 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,56238,81492.0,44.91,139.0,147.0,8.0,81492.0
28,P.S. 161 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,279049,221355.0,-23.0,159.0,203.0,44.0,214866.0
28,P.S. 174 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,46084,60855.0,32.05,127.0,218.0,91.0,60855.0
28,P.S. 174 - QUEENS,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,220019,203306.0,-9.68,170.0,390.0,220.0,198725.0
28,J.H.S. 190 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,79690,71062.0,-10.83,150.0,74.0,-76.0,71062.0
28,J.H.S. 190 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,398450,365819.0,-23.6,153.0,105.0,-48.0,304404.0
28,J.H.S. 190 - QUEENS,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,60000,64745.0,-2.27,141.0,280.0,139.0,58640.0
28,P.S. 206 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,78905,178697.0,124.61,139.0,377.0,238.0,177228.0
28,P.S. 206 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,394527,300729.0,-26.1,159.0,244.0,85.0,291538.0
28,P.S. 206 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,27156,46122.0,69.84,93.0,160.0,67.0,46122.0
28,P.S. 206 - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,108623,137328.0,-38.36,139.0,345.0,206.0,66959.0
28,I.S. 217 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,98970,156174.0,57.8,179.0,101.0,-78.0,156174.0
28,I.S. 217 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,494851,332473.0,-32.81,179.0,110.0,-69.0,332473.0
28,P.S. 220 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,69332,71806.0,3.57,153.0,92.0,-61.0,71806.0
28,P.S. 220 - QUEENS,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,338529,342679.0,-16.86,234.0,100.0,-134.0,281467.0
28,P.S. 220 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,54983,87100.0,58.41,120.0,112.0,-8.0,87100.0
28,P.S. 220 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,269594,429530.0,21.6,185.0,214.0,29.0,327819.0
28,P.S. 220 - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,14019,69033.0,133.16,139.0,225.0,86.0,32687.0
28,PS 182 ANNEX - QUEENS,Mejoras en Sedes Arrendadas,Otro,Scope,Complete,88660,147222.0,66.05,56.0,60.0,4.0,147222.0
28,PS 182 ANNEX - QUEENS,Mejoras en Sedes Arrendadas,Otro,Design,Complete,398970,602770.0,-54.15,170.0,238.0,68.0,182922.0
28,3K CENTER @ 98-05 63 DRIVE - QUEENS,Adecuaciones para Educación Inicial 3K,Otro,Scope,Complete,169100,239690.0,41.74,50.0,52.0,2.0,239690.0
28,FOREST HILLS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,18770,31485.0,67.74,85.0,39.0,-46.0,31485.0
28,FOREST HILLS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,93850,139005.0,14.53,159.0,175.0,16.0,107485.0
28,FOREST HILLS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,61650,51130.0,-17.06,154.0,121.0,-33.0,51130.0
28,FOREST HILLS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,157000,171914.0,-0.91,146.0,302.0,156.0,155579.0
28,FOREST HILLS HS - QUEENS,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,785000,711386.0,-33.2,155.0,183.0,28.0,524343.0
28,QUEENS COLLEGIATE SCHOOL - QUEENS,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,Complete,25127,82761.0,114.94,139.0,197.0,58.0,54009.0
